"dataset","system","mr_type","mr","sys_ref","TER","Bleu_1","Bleu_2","Bleu_3","Bleu_4","ROUGE_L","NIST","LEPOR","CIDEr","METEOR","sim.mr.sys","lev.dist","sys.read.flesch","sys.cpw","sys.ref.len","sys.wps","sys.sps","sys.spw","sys.n.poly","sys.pspw","n.misspel","parser.sc.mean","parser.sc.max","informativeness","naturalness","quality","domain","inf_bin","nat_bin","qual_bin","inf_bin2","nat_bin2","qual_bin2"
"SFHOT","WEN","inform","inform(name='the fairmont san francisco',dogs_allowed='yes')","the fairmont san francisco allows dogs.",0,0.999999999,0.999999999,0.999999999,0.031622777,1,8.901,0.143252398,4.431206308,1,0.86498106,28,59.745,5.5,33,6,10,1.667,1,0.167,1,-67.2962097526,-67.2962097526,5,6,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the fairmont san francisco',phone='4157725000')","the phone number for the fairmont san francisco is 4157725000.",0,1,1,1,1,1,1.1909,0.561965719,3.941239735,1,0.8255805,28,75.5,5.2,52,10,13,1.3,1,0.1,1,-87.2468628287,-87.2468628287,6,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the fairmont san francisco',price_range='pricey')","the fairmont san francisco is in the pricey price range.",0.727272727,0.428571429,0.267261242,0.00000243,7.73E-009,0.515492958,2.6437,0.40100457,1.682802156,0.269581618,0.88204485,35,78.245,4.6,46,10,14,1.4,1,0.1,1,-81.2263397574,-81.2263397574,4,5,5,"HOTEL","avg","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the fairmont san francisco',price_range='pricey',area='nob hill')","the fairmont san francisco is in the nob hill area and it is pricey.",0.6,0.7,0.557773351,0.426859722,0.324667915,0.637630662,4.5448,0.547887239,2.534958015,0.392727431,0.86740166,49,71.7678571429,3.857,54,14,20,1.429,2,0.143,1,-112.399076879,-112.399076879,4,4,4,"HOTEL","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the fairmont san francisco',type='hotel')","the fairmont san francisco is a nice hotel.",0,1,1,1,0.999999999,1,4.7926,0.544655192,5.066556247,1,0.7454688,26,71.815,4.375,35,8,12,1.5,1,0.125,1,-70.8406586051,-70.8406586051,6,5,4,"HOTEL","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the good hotel',address='112 7th st')","the address of the good hotel is 112 7th st.",0.727272727,0.5,0.316227766,0.00000292,9.55E-009,0.554545455,2.0327,0.421869676,0.443976852,0.280461594,0.90922976,27,113.1,3.4,34,10,9,0.9,0,0,1,-83.6212829947,-83.6212829947,5,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the good hotel',has_internet='yes')","the good hotel has internet.",0.25,0.999999999,0.999999999,0.999999999,0.031622777,1,5.9637,0.642246537,6.356019816,1,0.8,23,66.4,4.6,23,5,8,1.6,1,0.2,1,-40.6773437858,-40.6773437858,6,6,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the inn san francisco',accepts_credit_cards='yes',near='mission')","the inn san francisco is near mission and accepts credit cards.",0.444444444,0.875,0.707106781,0.436790232,0.0000639,0.797038328,4.0092,0.387253801,1.143335105,0.438516411,0.8935143,51,72.6154545455,4.727,52,11,16,1.455,1,0.091,0,-105.6345734,-105.6345734,5,4,2,"HOTEL","good","avg","bad","Good+Avg","Good+Avg","Bad"
"SFHOT","WEN","inform","inform(name='the inn san francisco',address='943 s van ness ave')","the address for the inn san francisco is 943 s van ness ave.",0.157894737,0.833333333,0.707106781,0.5,0.0000803,0.833333333,6.7007,0.421869676,1.488611267,0.458762403,0.8329752,27,88.905,3.615,47,13,15,1.154,1,0.077,0,-142.0465216637,-142.0465216637,6,5,6,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the inn san francisco',has_internet='yes',accepts_credit_cards='yes',near='mission')","the inn san francisco near mission has internet and does accept credit cards.",0.153846154,0.814353676,0.80931119,0.803408764,0.796358031,0.849845201,3.2341,0.804769304,4.068329195,0.573979691,0.905346,62,63.4861538462,4.923,64,13,20,1.538,2,0.154,1,-127.8624481559,-127.8624481559,6,6,6,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the inn san francisco',has_internet='yes',near='mission')","the inn san francisco is near mission and has internet.",0.106382979,1,1,1,1,1,4.9383,0.618311124,4.042535614,1,0.8683454,44,69.785,4.5,45,10,15,1.5,2,0.2,1,-97.4119018912,-97.4119018912,6,6,4,"HOTEL","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the inn san francisco',near='mission',has_internet='yes')","the inn san francisco is near mission and has internet.",0,1,1,1,1,1,1.3546,0.954206666,6.858350368,1,0.8683454,32,69.785,4.5,45,10,15,1.5,2,0.2,1,-97.4119018912,-97.4119018912,3,1,1,"HOTEL","avg","bad","bad","Good+Avg","Bad","Bad"
"SFHOT","WEN","inform","inform(name='the inn san francisco',price_range='moderate',phone='4156410188')","the inn san francisco is in the moderate price range and the phone number is 4156410188.",0.428571429,0.692307692,0.537086155,0.428488162,0.354169877,0.712408759,4.3709,0.534604434,1.697728353,0.373159105,0.87988394,57,78.81,4.5,72,16,20,1.25,2,0.125,0,-123.5777954459,-123.5777954459,5,4,5,"HOTEL","good","avg","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the opal',address='1050 van ness ave',phone='8886734711')","the opal is located at 1050 van ness ave and the phone number is 8886734711.",0.092592593,1,1,1,1,1,3.697,0.732812136,3.449252855,1,0.79110193,49,76.5015384615,4.067,61,15,18,1.2,1,0.067,0,-134.3369354606,-134.3369354606,6,6,6,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the opal',area='cathedral hill',price_range='moderate')","the opal in the cathedral hill are is in the moderate price range.",0.571428571,0.818181818,0.495433694,0.301006719,0.000043,0.560490046,1.9868,0.423034108,1.227729729,0.304420357,0.8641788,48,76.5015384615,4.077,53,13,18,1.385,2,0.154,0,-94.5273727775,-94.5273727775,5,5,3,"HOTEL","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the orchard hotel',address='665 bush st',phone='4153628878',postcode='94108')","the address of the orchard hotel is 665 bush st., and the phone number is 4153628878 and the postcode is 94108.",0.11627907,1,1,1,1,1,3.0268,0.720594774,3.697959588,1,0.75806177,61,85.165,4.19,88,21,22,1.048,0,0,1,-171.8463348746,-171.8463348746,6,5,4,"HOTEL","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the orchard hotel',address='665 bush st',phone='4153628878',postcode='94108')","the orchard hotel is located at 665 bush st, 94108. phone number 4153628878.",0.23255814,0.800737403,0.693458933,0.603713916,0.492283869,0.818791946,8.2964,0.28349718,1.522474825,0.424276386,0.7141792,62,78.245,4.692,61,13,14,1.077,1,0.077,0,-72.5200705231,-41.7129559517,6,6,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the orchard hotel',price_range='moderate')","the orchard hotel is in the moderate price range.",0,1,1,1,1,1,3.2168,1,3.520676577,1,0.861449,38,75.5,4.444,40,9,13,1.444,1,0.111,0,-59.0426544547,-59.0426544547,5,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the powell hotel',has_internet='yes')","the powell hotel has internet.",0,0.999999999,0.999999999,0.999999999,0.031622777,1,9.1967,0.542002853,7.5,1,0.8,23,49.48,5,25,5,9,1.8,1,0.2,1,-47.2395271659,-47.2395271659,6,6,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the powell hotel',has_internet='yes',accepts_credit_cards='yes')","the powell hotel has internet and accepts credit cards.",0.235294118,0.7430382,0.732645545,0.719358282,0.701396727,0.79049676,9.2757,0.75,6.580372524,0.52528003,0.878302,32,56.7,5.111,46,9,15,1.667,1,0.111,1,-80.681234777,-80.681234777,6,6,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the powell hotel',phone='4153983200')","the phone number for the powell hotel is 4153983200.",0.16,1,1,1,1,1,3.2393,0.760065995,4.755893008,1,0.79453295,28,82.39,4.778,43,9,11,1.222,0,0,0,-67.7255615592,-67.7255615592,6,6,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the regency inn',has_internet='yes',price_range='inexpensive',dogs_allowed='no')","the regency inn is also inexpensive, has internet and does not allow dogs.",0.25,0.909090909,0.674199862,0.533112282,0.441162936,0.768503937,6.5109,0.805839003,3.325288468,0.474434879,0.8316568,61,50.4707692308,4.615,60,13,22,1.692,3,0.231,1,-108.5334305167,-108.5334305167,6,6,6,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the regency inn',phone='4157767440')","the phone number for the regency inn is 4157767440.",0.142857143,0.857142857,0.755928946,0.611421417,0.0000869,0.857142857,6.4138,0.413396856,2.977370659,0.483798059,0.79453295,28,82.39,4.667,42,9,11,1.222,1,0.111,0,-72.7789062858,-72.7789062858,6,6,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the st regis san francisco',area='financial district south')","the st regis san francisco is in the financial district south area.",0.16,0.833333333,0.816496581,0.793700526,0.759835685,0.924242424,4.4399,0.587974472,2.968354223,0.538221145,0.90670794,30,60.705,4.583,55,12,19,1.583,3,0.25,1,-107.6853470206,-107.6853470206,5,4,4,"HOTEL","good","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the st regis san francisco',price_range='ultra high end',address='125 3rd st')","the st regis san francisco is ultra high end, and the address is 125 3rd st.",0.290909091,1,0.942809041,0.822070691,0.698534206,0.809018568,5.2851,0.560013486,3.545725412,0.403637475,0.89979136,43,95.73,3.688,59,16,17,1.062,1,0.062,2,-165.7302002311,-165.7302002311,6,6,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the tuscan best western plus',address='425 n point st')","the address for the tuscan best western plus is 425 n point st.",0.175,0.833333333,0.707106781,0.5,0.0000803,0.833333333,2.9287,0.612469937,2.285830632,0.458762403,0.92738384,27,103.005,3.846,50,13,13,1,0,0,1,-126.0928320885,-126.0928320885,5,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the tuscan best western plus',area='north beach')","the tuscan best western plus is in the north beach area.",0,1,1,1,1,1,1.7033,0.392970403,3.60506373,1,0.8932789,30,80.3063636364,4.091,45,11,15,1.364,1,0.091,1,-90.8351730704,-90.8351730704,6,6,4,"HOTEL","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the tuscan best western plus',area='north beach')","the tuscan best western plus is located in the north beach area.",0.166666667,1,1,0.928317767,0.795270729,0.936061381,1.5287,0.459626945,2.345023628,0.499619338,0.85381746,36,67.755,4.333,52,12,18,1.5,2,0.167,1,-96.701269567,-96.701269567,5,4,4,"HOTEL","good","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the tuscan best western plus',area='north beach',accepts_credit_cards='yes')","the tuscan best western plus is in the area of north beach and accepts credit cards.",0.636363636,0.545454545,0.233549683,0.00000182,5.25E-009,0.578747628,2.6684,0.378456998,0.708670091,0.382915931,0.9225558,42,74.27,4.25,68,16,22,1.375,1,0.062,1,-128.3100494742,-128.3100494742,6,6,6,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the tuscan best western plus',area='north beach',dogs_allowed='none')","there is not any information if the tuscan best western plus in the north beach area allows dogs.",0.615384615,0.615384615,0.39223227,0.303557745,0.229975191,0.48348745,3.7851,0.511514797,1.045368729,0.339653323,0.88774586,50,61.665,4.389,79,18,27,1.5,2,0.111,1,-140.5339416862,-140.5339416862,5,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the tuscan best western plus',has_internet='yes',phone='4155611100')","the tuscan best western plus has internet. the phone number is 4155611100.",0,1,1,1,1,1,9.8982,0.635818072,8.010774303,1,0.8659884,36,72.6154545455,5.083,61,12,16,1.333,1,0.083,2,-55.4217190146,-39.6397041678,5,3,3,"HOTEL","good","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the tuscan best western plus',phone='4155611100')","the phone number for the tuscan best western plus is 4155611100.",0.148148148,0.857142857,0.755928946,0.611421417,0.0000869,0.857142857,2.5297,0.28049442,1.669895245,0.483798059,0.8484424,28,86.705,4.818,53,11,13,1.182,0,0,1,-92.7463592887,-92.7463592887,6,4,5,"HOTEL","good","avg","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the tuscan best western plus',phone='4155611100')","the phone number of the tuscan best western plus is 4155611100.",0,1,1,1,1,1,2.5297,0.28049442,3.133648201,1,0.8484424,27,86.705,4.727,52,11,13,1.182,0,0,1,-90.9759735465,-90.9759735465,6,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the westin st francis san francisco on union square',address='335 powell st')","the address for the westin st francis san francisco on union square is 335 powell st.",0.666666667,0.5,0.316227766,0.00000292,9.55E-009,0.554545455,2.897,0.421869676,0.432120729,0.280461594,0.9441414,27,78.81,4.312,69,16,20,1.25,1,0.062,1,-171.411627233,-171.411627233,5,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the westin st francis san francisco on union square',has_internet='yes')","the westin st francis san francisco on union square has internet.",0,0.999999999,0.999999999,0.999999999,0.031622777,1,9.1967,1,7.5,1,0.9,23,64.9245454545,4.909,54,11,17,1.545,2,0.182,2,-122.6512359977,-122.6512359977,5,4,3,"HOTEL","good","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the westin st francis san francisco on union square',phone='4153977000')","the phone number of the westin st francis san francisco on union square is 4153977000.",0.428571429,0.714285714,0.487950036,0.00000362,1.04E-008,0.624040921,4.1819,0.566020097,2.59441204,0.397168832,0.7310682,27,77.8107142857,4.733,71,15,19,1.267,1,0.067,1,-142.1214661002,-142.1214661002,6,5,3,"HOTEL","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the wharf inn',address='2601 mason st')","the address for the wharf inn is 2601 mason st.",0.363636364,0.833333333,0.707106781,0.5,0.0000803,0.833333333,2.897,0.612469937,2.071915483,0.458762403,0.7928955,27,103.7,3.7,37,10,10,1,0,0,0,-99.9945434928,-99.9945434928,6,6,6,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the wharf inn',area='fishermans wharf')","the wharf inn is in the fishermans wharf area.",0.428571429,0.833333333,0.577350269,0.436790232,0.0000726,0.829931973,2.2512,0.293283079,1.916328834,0.444343872,0.71446145,30,75.5,4.111,37,9,13,1.444,2,0.222,1,-77.7159561515,-77.7159561515,5,5,4,"HOTEL","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the wharf inn',area='fishermans wharf',dogs_allowed='yes')","the wharf inn is near fishermans wharf and allows dogs.",0.25,1,1,0.928317766,0.795270729,0.936061381,3.5493,0.678005107,2.690375757,0.463532224,0.66919255,35,86.705,4.5,45,10,13,1.3,1,0.1,1,-101.9681457877,-101.9681457877,6,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the wharf inn',dogs_allowed='yes')","the wharf inn allows dogs.",0,0.999999999,0.999999999,0.999999999,0.031622777,1,6.7429,1,5.341771373,1,0.84247786,28,100.24,4.2,21,5,6,1.2,0,0,0,-52.9858688712,-52.9858688712,5,4,5,"HOTEL","good","avg","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the wharf inn',near='north beach telegraph hill',dogs_allowed='yes')","the wharf inn near north beach telegraph hill allows dogs.",0,1,1,1,0.999999999,1,8.9485,0.603851026,4.748030842,1,0.9054867,32,86.705,4.8,48,10,13,1.3,1,0.1,0,-114.8010467887,-114.8010467887,6,6,4,"HOTEL","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the wharf inn',phone='4156737411')","the phone number for the wharf inn is 4156737411.",0,1,1,1,1,1,4.1819,0.657328015,6.681043689,1,0.79453295,28,103.54,4.444,40,9,9,1,0,0,0,-73.0328430533,-73.0328430533,6,5,4,"HOTEL","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the wharf inn',phone='4156737411',postcode='94133')","the phone number of the wharf inn is 4156737411 and the postcode is 94133.",0.189189189,1,1,0.965489385,0.914691219,0.96408046,4.1732,0.544926872,2.852113023,0.502149429,0.7626274,40,95.955,4.286,60,14,14,1,0,0,1,-112.5118393302,-112.5118393302,6,6,6,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='the wharf inn',postcode='94133')","the postcode for the wharf inn is 94133.",0.727272727,0.666666666,0.365148372,0.00000322,1.03E-008,0.62244898,4.6274,0.310213488,2.569693837,0.420919896,0.6810892,29,103.0442857143,4,32,8,8,1,0,0,1,-70.0573257804,-70.0573257804,6,6,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='union hotel',dogs_allowed='none',has_internet='yes',near='mission')","union hotel does not allow dogs, has internet, and is near mission.",0.266666667,0.761300387,0.636949602,0.468685638,0.374140954,0.861360719,6.108,0.682195314,3.187790532,0.411873982,0.7739806,43,67.755,4.417,53,12,18,1.5,1,0.083,1,-107.6995758414,-107.6995758414,6,6,6,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='union hotel',has_internet='yes',near='mission')","union hotel is near mission and has internet.",0.105263158,0.8668779,0.866877899,0.866877899,0.866877899,0.92224622,8.77,0.51605959,5.79905234,0.561608945,0.84640294,44,61.24,4.625,37,8,13,1.625,1,0.125,1,-73.1993317008,-73.1993317008,6,5,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='union hotel',near='mission')","the union hotel is near mission.",0.142857143,1,1,0.873580464,0.759835685,0.894428152,3.1228,0.57348984,3.059490267,0.464569522,0.81568354,20,73.845,4.333,26,6,9,1.5,0,0,0,-46.1203102469,-46.1203102469,6,6,5,"HOTEL","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"SFHOT","WEN","inform","inform(name='union hotel',phone='4155520547')","the phone number for union hotel is 4155520547.",0,1,1,1,1,1,8.2045,0.760065995,8.67588398,1,0.79453295,28,78.8728571429,4.875,39,8,10,1.25,0,0,0,-63.2366508842,-63.2366508842,6,4,6,"HOTEL","good","avg","good","Good+Avg","Good+Avg","Good+Avg"
